season,week,game_date,team,place,qtr1,qtr2,qtr3,qtr4,ot,spread_line,total_line,half,full
2021,8,2021-10-31,ATL,home,3,7,0,3,,2.5,47.0,10,13
2021,8,2021-10-31,CIN,away,0,17,7,7,,-11.5,43.5,17,31
2021,8,2021-10-31,NYJ,home,7,7,3,17,,-11.5,43.5,14,34
2021,8,2021-10-31,DAL,away,0,3,10,7,,4.5,49.5,3,20
2021,8,2021-10-31,MIN,home,7,3,3,3,,4.5,49.5,10,16
2021,8,2021-10-31,JAX,away,0,0,0,7,,4.0,44.0,0,7
2021,8,2021-10-31,SEA,home,7,10,7,7,,4.0,44.0,17,31
2021,8,2021-10-31,LA,away,7,17,14,0,,-17.0,47.0,24,38
2021,8,2021-10-31,HOU,home,0,0,0,22,,-17.0,47.0,0,22
2021,8,2021-10-31,MIA,away,0,3,0,8,,15.0,48.5,3,11
2021,8,2021-10-31,BUF,home,3,0,7,16,,15.0,48.5,3,26
2021,8,2021-10-31,NE,away,7,6,3,11,,3.5,50.5,13,27
2021,8,2021-10-31,LAC,home,7,7,3,7,,3.5,50.5,14,24
2021,8,2021-10-31,PHI,away,7,10,21,6,,-3.0,48.5,17,44
2021,8,2021-10-31,DET,home,0,0,0,6,,-3.0,48.5,0,6
2021,8,2021-10-31,PIT,away,0,3,6,6,,5.5,43.0,3,15
2021,8,2021-10-31,CLE,home,3,0,7,0,,5.5,43.0,3,10
2021,8,2021-10-31,SF,away,3,6,6,18,,-4.5,40.0,9,33
2021,8,2021-10-31,CHI,home,3,10,3,6,,-4.5,40.0,13,22
2021,8,2021-10-31,TB,away,7,0,14,6,,-4.0,48.5,7,27
2021,8,2021-10-31,NO,home,7,9,7,13,,-4.0,48.5,16,36
2021,8,2021-10-31,TEN,away,0,14,7,10,3,3.0,51.0,14,34
2021,8,2021-10-31,IND,home,14,3,7,7,0,3.0,51.0,17,31
2021,8,2021-10-31,WAS,away,0,3,7,0,,4.0,45.0,3,10
2021,8,2021-10-31,DEN,home,0,10,0,7,,4.0,45.0,10,17
2021,8,2021-11-01,NYG,away,0,10,0,7,,10.5,53.0,10,17
2021,8,2021-11-01,KC,home,7,7,0,6,,10.5,53.0,14,20
2021,9,2021-11-04,NYJ,away,7,3,6,14,,10.5,46.0,10,30
2021,9,2021-11-04,IND,home,7,21,14,3,,10.5,46.0,28,45
2021,9,2021-11-07,ARI,away,14,3,14,0,,5.5,44.5,17,31
2021,9,2021-11-07,SF,home,0,7,7,3,,5.5,44.5,7,17
2021,9,2021-11-07,ATL,away,3,7,7,10,,7.0,43.0,10,27
2021,9,2021-11-07,NO,home,0,0,3,22,,7.0,43.0,0,25
2021,9,2021-11-07,BUF,away,3,3,0,0,,-14.5,48.0,6,6
2021,9,2021-11-07,JAX,home,3,3,0,3,,-14.5,48.0,6,9
2021,9,2021-11-07,CLE,away,7,17,10,7,,2.5,47.5,24,41
2021,9,2021-11-07,CIN,home,7,3,0,6,,2.5,47.5,10,16
2021,9,2021-11-07,DEN,away,6,10,3,11,,10.5,50.0,16,30
2021,9,2021-11-07,DAL,home,0,0,0,16,,10.5,50.0,0,16
2021,9,2021-11-07,GB,away,0,0,0,7,,7.0,48.0,0,7
2021,9,2021-11-07,KC,home,7,6,0,0,,7.0,48.0,13,13
2021,9,2021-11-07,HOU,away,0,6,0,3,,4.0,45.0,6,9
2021,9,2021-11-07,MIA,home,7,10,0,0,,4.0,45.0,17,17
2021,9,2021-11-07,LAC,away,7,0,9,11,,-1.0,49.5,7,27
2021,9,2021-11-07,PHI,home,0,10,7,7,,-1.0,49.5,10,24
2021,9,2021-11-07,LV,away,7,6,3,0,,-3.0,47.0,13,16
2021,9,2021-11-07,NYG,home,7,3,7,6,,-3.0,47.0,10,23
2021,9,2021-11-07,MIN,away,7,10,7,7,0,7.5,51.0,17,31
2021,9,2021-11-07,BAL,home,3,7,7,14,3,7.5,51.0,10,34
2021,9,2021-11-07,NE,away,0,14,10,0,,-3.5,41.5,14,24
2021,9,2021-11-07,CAR,home,0,6,0,0,,-3.5,41.5,6,6
2021,9,2021-11-07,TEN,away,0,21,0,7,,7.0,53.5,21,28
2021,9,2021-11-07,LA,home,3,0,3,10,,7.0,53.5,3,16
2021,9,2021-11-08,CHI,away,0,3,3,21,,7.0,40.0,3,27
2021,9,2021-11-08,PIT,home,7,7,6,9,,7.0,40.0,14,29
2021,10,2021-11-11,BAL,away,3,0,0,7,,-8.5,46.5,3,10
2021,10,2021-11-11,MIA,home,0,6,0,16,,-8.5,46.5,6,22
2021,10,2021-11-14,ATL,away,3,0,0,0,,8.0,55.0,3,3
2021,10,2021-11-14,DAL,home,7,29,7,0,,8.0,55.0,36,43
2021,10,2021-11-14,BUF,away,10,7,21,7,,-13.0,47.0,17,45
2021,10,2021-11-14,NYJ,home,0,3,0,14,,-13.0,47.0,3,17
2021,10,2021-11-14,CAR,away,17,6,8,3,,7.0,42.0,23,34
2021,10,2021-11-14,ARI,home,0,0,3,7,,7.0,42.0,0,10
2021,10,2021-11-14,CLE,away,7,0,0,0,,2.5,45.5,7,7
2021,10,2021-11-14,NE,home,7,17,7,14,,2.5,45.5,24,45
2021,10,2021-11-14,DET,away,0,10,6,0,0,9.0,43.0,10,16
2021,10,2021-11-14,PIT,home,7,3,3,3,0,9.0,43.0,10,16
2021,10,2021-11-14,JAX,away,6,3,0,8,,10.5,47.5,9,17
2021,10,2021-11-14,IND,home,17,3,0,3,,10.5,47.5,20,23
2021,10,2021-11-14,KC,away,7,10,10,14,,-2.5,53.5,17,41
2021,10,2021-11-14,LV,home,0,7,7,0,,-2.5,53.5,7,14
2021,10,2021-11-14,MIN,away,0,13,7,7,,3.0,53.5,13,27
2021,10,2021-11-14,LAC,home,0,10,7,3,,3.0,53.5,10,20
2021,10,2021-11-14,NO,away,0,6,6,9,,3.0,44.0,6,21
2021,10,2021-11-14,TEN,home,3,10,7,3,,3.0,44.0,13,23
2021,10,2021-11-14,PHI,away,10,10,7,3,,1.0,44.5,20,30
2021,10,2021-11-14,DEN,home,0,10,3,0,,1.0,44.5,10,13
2021,10,2021-11-14,SEA,away,0,0,0,0,,3.0,49.5,0,0
2021,10,2021-11-14,GB,home,0,3,0,14,,3.0,49.5,3,17
2021,10,2021-11-14,TB,away,0,6,7,6,,-10.0,51.0,6,19
2021,10,2021-11-14,WAS,home,6,10,7,6,,-10.0,51.0,16,29
2021,10,2021-11-15,LA,away,0,7,0,3,,-3.5,50.0,7,10
2021,10,2021-11-15,SF,home,14,7,3,7,,-3.5,50.0,21,31
2021,11,2021-11-18,NE,away,3,10,0,12,,-7.0,47.5,13,25
2021,11,2021-11-18,ATL,home,0,0,0,0,,-7.0,47.5,0,0
2021,11,2021-11-21,ARI,away,7,6,3,7,,2.5,46.0,13,23
2021,11,2021-11-21,SEA,home,0,6,0,7,,2.5,46.0,6,13
2021,11,2021-11-21,BAL,away,0,6,0,10,,-5.0,43.0,6,16
2021,11,2021-11-21,CHI,home,0,0,7,6,,-5.0,43.0,0,13
2021,11,2021-11-21,CIN,away,3,7,3,19,,-1.0,50.5,10,32
2021,11,2021-11-21,LV,home,3,3,0,7,,-1.0,50.5,6,13
2021,11,2021-11-21,DAL,away,3,0,3,3,,2.5,56.0,3,9
2021,11,2021-11-21,KC,home,9,7,3,0,,2.5,56.0,16,19
2021,11,2021-11-21,DET,away,0,0,7,3,,13.0,42.5,0,10
2021,11,2021-11-21,CLE,home,0,13,0,0,,13.0,42.5,13,13
2021,11,2021-11-21,GB,away,3,7,7,14,,-1.0,48.0,10,31
2021,11,2021-11-21,MIN,home,9,7,7,11,,-1.0,48.0,16,34
2021,11,2021-11-21,HOU,away,3,9,7,3,,10.5,44.5,12,22
2021,11,2021-11-21,TEN,home,0,0,6,7,,10.5,44.5,0,13
2021,11,2021-11-21,IND,away,14,10,14,3,,7.5,49.5,24,41
2021,11,2021-11-21,BUF,home,0,7,0,8,,7.5,49.5,7,15
2021,11,2021-11-21,MIA,away,7,0,7,10,,-3.5,44.5,7,24
2021,11,2021-11-21,NYJ,home,7,0,7,3,,-3.5,44.5,7,17
2021,11,2021-11-21,NO,away,0,7,0,22,,2.5,42.5,7,29
2021,11,2021-11-21,PHI,home,14,13,6,7,,2.5,42.5,27,40
2021,11,2021-11-21,PIT,away,3,7,0,27,,5.5,47.5,10,37
2021,11,2021-11-21,LAC,home,7,10,10,14,,5.5,47.5,17,41
2021,11,2021-11-21,SF,away,3,17,7,3,,-6.5,45.0,20,30
2021,11,2021-11-21,JAX,home,0,3,0,7,,-6.5,45.0,3,10
2021,11,2021-11-21,WAS,away,0,14,7,6,,3.5,43.0,14,27
2021,11,2021-11-21,CAR,home,7,7,0,7,,3.5,43.0,14,21
2021,11,2021-11-22,NYG,away,3,7,0,0,,11.5,49.5,10,10
2021,11,2021-11-22,TB,home,7,10,10,3,,11.5,49.5,17,30
2021,12,2021-11-25,BUF,away,7,3,14,7,,-7.0,45.0,10,31
2021,12,2021-11-25,NO,home,0,0,0,6,,-7.0,45.0,0,6
2021,12,2021-11-25,CHI,away,0,13,0,3,,-2.0,41.5,13,16
2021,12,2021-11-25,DET,home,7,0,7,0,,-2.0,41.5,7,14
2021,12,2021-11-25,LV,away,14,3,10,6,3,7.0,51.0,17,36
2021,12,2021-11-25,DAL,home,6,7,6,14,0,7.0,51.0,13,33
2021,12,2021-11-28,ATL,away,7,7,7,0,,-1.5,46.0,14,21
2021,12,2021-11-28,JAX,home,0,3,8,3,,-1.5,46.0,3,14
2021,12,2021-11-28,CAR,away,7,3,0,0,,-1.0,41.0,10,10
2021,12,2021-11-28,MIA,home,7,14,6,6,,-1.0,41.0,21,33
2021,12,2021-11-28,CLE,away,0,3,7,0,,3.0,47.0,3,10
2021,12,2021-11-28,BAL,home,3,3,7,3,,3.0,47.0,6,16
2021,12,2021-11-28,LAC,away,0,7,0,6,,-2.5,47.5,7,13
2021,12,2021-11-28,DEN,home,7,7,0,14,,-2.5,47.5,14,28
2021,12,2021-11-28,LA,away,0,17,0,11,,-2.0,47.0,17,28
2021,12,2021-11-28,GB,home,7,13,16,0,,-2.0,47.0,20,36
2021,12,2021-11-28,MIN,away,7,7,12,0,,3.5,49.0,14,26
2021,12,2021-11-28,SF,home,7,7,20,0,,3.5,49.0,14,34
2021,12,2021-11-28,NYJ,away,3,8,7,3,,3.0,44.5,11,21
2021,12,2021-11-28,HOU,home,0,14,0,0,,3.0,44.5,14,14
2021,12,2021-11-28,PHI,away,0,0,0,7,,-4.0,45.5,0,7
2021,12,2021-11-28,NYG,home,3,0,7,3,,-4.0,45.5,3,13
2021,12,2021-11-28,PIT,away,3,0,0,7,,3.5,43.5,3,10
2021,12,2021-11-28,CIN,home,10,21,3,7,,3.5,43.5,31,41
2021,12,2021-11-28,TB,away,0,14,14,10,,-3.0,53.0,14,38
2021,12,2021-11-28,IND,home,3,21,0,7,,-3.0,53.0,24,31
2021,12,2021-11-28,TEN,away,0,13,0,0,,7.5,43.0,13,13
2021,12,2021-11-28,NE,home,7,9,10,10,,7.5,43.0,16,36
2021,12,2021-11-29,SEA,away,7,2,0,6,,-1.0,47.0,9,15
2021,12,2021-11-29,WAS,home,3,6,8,0,,-1.0,47.0,9,17
2021,13,2021-12-02,DAL,away,7,6,7,7,,-6.0,46.0,13,27
2021,13,2021-12-02,NO,home,0,7,3,7,,-6.0,46.0,7,17
2021,13,2021-12-05,ARI,away,14,7,3,9,,-7.5,43.5,21,33
2021,13,2021-12-05,CHI,home,0,7,7,8,,-7.5,43.5,7,22
2021,13,2021-12-05,BAL,away,0,7,3,9,,-4.0,44.0,7,19
2021,13,2021-12-05,PIT,home,0,3,0,17,,-4.0,44.0,3,20
2021,13,2021-12-05,DEN,away,0,3,0,6,,8.5,46.5,3,9
2021,13,2021-12-05,KC,home,10,0,3,9,,8.5,46.5,10,22
2021,13,2021-12-05,IND,away,7,7,7,10,,-10.0,45.5,14,31
2021,13,2021-12-05,HOU,home,0,0,0,0,,-10.0,45.5,0,0
2021,13,2021-12-05,JAX,away,0,7,0,0,,14.0,48.0,7,7
2021,13,2021-12-05,LA,home,10,6,14,7,,14.0,48.0,16,37
2021,13,2021-12-05,LAC,away,16,8,0,17,,2.5,49.5,24,41
2021,13,2021-12-05,CIN,home,0,13,9,0,,2.5,49.5,13,22
2021,13,2021-12-05,MIN,away,6,0,9,12,,-7.0,47.5,6,27
2021,13,2021-12-05,DET,home,0,20,3,6,,-7.0,47.5,20,29
2021,13,2021-12-05,NYG,away,0,3,3,3,,6.5,40.0,3,9
2021,13,2021-12-05,MIA,home,0,10,0,10,,6.5,40.0,10,20
2021,13,2021-12-05,PHI,away,7,17,3,6,,-5.0,44.0,24,33
2021,13,2021-12-05,NYJ,home,12,6,0,0,,-5.0,44.0,18,18
2021,13,2021-12-05,SF,away,14,9,0,0,,-3.0,44.5,23,23
2021,13,2021-12-05,SEA,home,7,14,9,0,,-3.0,44.5,21,30
2021,13,2021-12-05,TB,away,13,7,7,3,,-11.0,51.0,20,30
2021,13,2021-12-05,ATL,home,7,10,0,0,,-11.0,51.0,17,17
2021,13,2021-12-05,WAS,away,7,0,0,10,,1.0,47.5,7,17
2021,13,2021-12-05,LV,home,0,3,3,9,,1.0,47.5,3,15
2021,13,2021-12-06,NE,away,8,3,0,3,,3.0,40.0,11,14
2021,13,2021-12-06,BUF,home,7,0,3,0,,3.0,40.0,7,10
2021,14,2021-12-09,PIT,away,0,0,7,21,,3.5,45.0,0,28
2021,14,2021-12-09,MIN,home,6,17,6,7,,3.5,45.0,23,36
2021,14,2021-12-12,ATL,away,7,10,3,9,,2.5,41.0,17,29
2021,14,2021-12-12,CAR,home,7,0,7,7,,2.5,41.0,7,21
2021,14,2021-12-12,BAL,away,0,6,3,13,,3.0,44.0,6,22
2021,14,2021-12-12,CLE,home,10,14,0,0,,3.0,44.0,24,24
2021,14,2021-12-12,BUF,away,0,3,7,17,0,3.5,52.5,3,27
2021,14,2021-12-12,TB,home,7,17,0,3,6,3.5,52.5,24,33
2021,14,2021-12-12,CHI,away,3,24,0,3,,11.5,43.0,27,30
2021,14,2021-12-12,GB,home,0,21,17,7,,11.5,43.0,21,45
2021,14,2021-12-12,DAL,away,18,6,3,0,,-6.5,48.0,24,27
2021,14,2021-12-12,WAS,home,0,0,8,12,,-6.5,48.0,0,20
2021,14,2021-12-12,DET,away,0,10,0,0,,13.0,42.0,10,10
2021,14,2021-12-12,DEN,home,14,3,14,7,,13.0,42.0,17,38
2021,14,2021-12-12,JAX,away,0,0,0,0,,8.5,44.5,0,0
2021,14,2021-12-12,TEN,home,7,3,7,3,,8.5,44.5,10,20
2021,14,2021-12-12,LV,away,0,3,6,0,,10.0,48.0,3,9
2021,14,2021-12-12,KC,home,14,21,3,10,,10.0,48.0,35,48
2021,14,2021-12-12,NO,away,3,7,3,17,,-4.5,42.0,10,30
2021,14,2021-12-12,NYJ,home,0,6,0,3,,-4.5,42.0,6,9
2021,14,2021-12-12,NYG,away,7,0,0,14,,9.5,44.0,7,21
2021,14,2021-12-12,LAC,home,7,17,6,7,,9.5,44.0,24,37
2021,14,2021-12-12,SEA,away,10,6,3,14,,-10.0,40.5,16,33
2021,14,2021-12-12,HOU,home,7,6,0,0,,-10.0,40.5,13,13
2021,14,2021-12-12,SF,away,3,14,3,0,6,-2.5,49.0,17,26
2021,14,2021-12-12,CIN,home,3,3,0,14,3,-2.5,49.0,6,23
2021,14,2021-12-13,LA,away,0,13,14,3,,3.0,51.0,13,30
2021,14,2021-12-13,ARI,home,3,10,0,10,,3.0,51.0,13,23
2021,15,2021-12-16,KC,away,7,3,3,15,6,-3.0,54.0,10,34
2021,15,2021-12-16,LAC,home,0,14,0,14,0,-3.0,54.0,14,28
2021,15,2021-12-18,NE,away,0,0,0,17,,-1.0,46.0,0,17
2021,15,2021-12-18,IND,home,14,3,3,7,,-1.0,46.0,17,27
2021,15,2021-12-19,ARI,away,0,0,6,6,,-13.0,48.0,0,12
2021,15,2021-12-19,DET,home,3,14,7,6,,-13.0,48.0,17,30
2021,15,2021-12-19,ATL,away,3,7,3,0,,9.5,48.0,10,13
2021,15,2021-12-19,SF,home,3,14,14,0,,9.5,48.0,17,31
2021,15,2021-12-19,CAR,away,0,8,0,6,,14.0,43.0,8,14
2021,15,2021-12-19,BUF,home,0,17,7,7,,14.0,43.0,17,31
2021,15,2021-12-19,CIN,away,3,3,9,0,,3.0,45.0,6,15
2021,15,2021-12-19,DEN,home,0,3,7,0,,3.0,45.0,3,10
2021,15,2021-12-19,DAL,away,6,9,6,0,,-11.5,43.0,15,21
2021,15,2021-12-19,NYG,home,3,0,3,0,,-11.5,43.0,3,6
2021,15,2021-12-19,GB,away,0,14,7,10,,-9.5,45.5,14,31
2021,15,2021-12-19,BAL,home,7,7,3,13,,-9.5,45.5,14,30
2021,15,2021-12-19,HOU,away,14,6,3,7,,6.0,40.0,20,30
2021,15,2021-12-19,JAX,home,3,7,3,3,,6.0,40.0,10,16
2021,15,2021-12-19,NO,away,3,3,0,3,,11.5,45.5,6,9
2021,15,2021-12-19,TB,home,0,0,0,0,,11.5,45.5,0,0
2021,15,2021-12-19,NYJ,away,10,7,0,7,,10.5,42.0,17,24
2021,15,2021-12-19,MIA,home,0,10,7,14,,10.5,42.0,10,31
2021,15,2021-12-19,TEN,away,10,3,0,0,,1.0,44.0,13,13
2021,15,2021-12-19,PIT,home,0,3,7,9,,1.0,44.0,3,19
2021,15,2021-12-20,LV,away,7,3,0,6,,-3.0,41.0,10,16
2021,15,2021-12-20,CLE,home,0,0,7,7,,-3.0,41.0,0,14
2021,15,2021-12-20,MIN,away,7,3,7,0,,-7.0,48.0,10,17
2021,15,2021-12-20,CHI,home,0,3,0,6,,-7.0,48.0,3,9
2021,15,2021-12-21,SEA,away,0,3,7,0,,7.5,47.0,3,10
2021,15,2021-12-21,LA,home,3,0,7,10,,7.5,47.0,3,20
2021,15,2021-12-21,WAS,away,10,0,0,7,,10.0,39.5,10,17
2021,15,2021-12-21,PHI,home,0,10,10,7,,10.0,39.5,10,27
2021,16,2021-12-23,SF,away,7,3,0,7,,-3.5,45.5,10,17
2021,16,2021-12-23,TEN,home,0,0,10,10,,-3.5,45.5,0,20
2021,16,2021-12-25,CLE,away,6,6,3,7,,7.5,46.5,12,22
2021,16,2021-12-25,GB,home,7,14,3,0,,7.5,46.5,21,24
2021,16,2021-12-25,IND,away,7,5,3,7,,3.0,48.0,12,22
2021,16,2021-12-25,ARI,home,6,0,7,3,,3.0,48.0,6,16
2021,16,2021-12-26,BAL,away,7,7,0,7,,7.5,43.0,14,21
2021,16,2021-12-26,CIN,home,10,21,3,7,,7.5,43.0,31,41
2021,16,2021-12-26,BUF,away,7,10,3,13,,1.0,43.5,17,33
2021,16,2021-12-26,NE,home,0,7,7,7,,1.0,43.5,7,21
2021,16,2021-12-26,CHI,away,0,7,7,11,,7.0,41.0,7,25
2021,16,2021-12-26,SEA,home,7,10,7,0,,7.0,41.0,17,24
2021,16,2021-12-26,DEN,away,0,13,0,0,,-1.0,42.0,13,13
2021,16,2021-12-26,LV,home,0,7,7,3,,-1.0,42.0,7,17
2021,16,2021-12-26,DET,away,3,7,3,3,,7.5,42.5,10,16
2021,16,2021-12-26,ATL,home,0,10,3,7,,7.5,42.5,10,20
2021,16,2021-12-26,JAX,away,3,9,3,6,,2.5,42.5,12,21
2021,16,2021-12-26,NYJ,home,6,7,3,10,,2.5,42.5,13,26
2021,16,2021-12-26,LAC,away,6,6,3,14,,-13.5,46.0,12,29
2021,16,2021-12-26,HOU,home,7,10,0,24,,-13.5,46.0,17,41
2021,16,2021-12-26,LA,away,7,6,7,10,,-3.5,48.5,13,30
2021,16,2021-12-26,MIN,home,0,3,10,10,,-3.5,48.5,3,23
2021,16,2021-12-26,NYG,away,0,3,0,7,,11.0,41.0,3,10
2021,16,2021-12-26,PHI,home,0,3,17,14,,11.0,41.0,3,34
2021,16,2021-12-26,PIT,away,0,0,3,7,,10.5,44.0,0,10
2021,16,2021-12-26,KC,home,14,9,7,6,,10.5,44.0,23,36
2021,16,2021-12-26,TB,away,7,12,10,3,,-11.5,44.5,19,32
2021,16,2021-12-26,CAR,home,3,3,0,0,,-11.5,44.5,6,6
2021,16,2021-12-26,WAS,away,0,7,0,7,,10.5,45.5,7,14
2021,16,2021-12-26,DAL,home,21,21,7,7,,10.5,45.5,42,56
2021,16,2021-12-27,MIA,away,10,0,7,3,,-3.0,37.5,10,20
2021,16,2021-12-27,NO,home,0,3,0,0,,-3.0,37.5,3,3
2021,17,2022-01-02,ARI,away,3,10,9,3,,6.5,53.0,13,25
2021,17,2022-01-02,DAL,home,0,7,0,15,,6.5,53.0,7,22
2021,17,2022-01-02,ATL,away,2,13,0,0,,14.0,46.5,15,15
2021,17,2022-01-02,BUF,home,14,0,8,7,,14.0,46.5,14,29
2021,17,2022-01-02,CAR,away,3,7,0,0,,7.0,37.0,10,10
2021,17,2022-01-02,NO,home,3,6,3,6,,7.0,37.0,9,18
2021,17,2022-01-02,DEN,away,0,3,0,10,,8.0,45.5,3,13
2021,17,2022-01-02,LAC,home,7,10,3,14,,8.0,45.5,17,34
2021,17,2022-01-02,DET,away,0,7,15,7,,8.5,41.5,7,29
2021,17,2022-01-02,SEA,home,10,21,7,13,,8.5,41.5,31,51
2021,17,2022-01-02,HOU,away,0,7,0,0,,14.0,44.0,7,7
2021,17,2022-01-02,SF,home,0,3,7,13,,14.0,44.0,3,23
2021,17,2022-01-02,JAX,away,3,0,0,7,,17.5,42.0,3,10
2021,17,2022-01-02,NE,home,7,21,13,9,,17.5,42.0,28,50
2021,17,2022-01-02,KC,away,14,14,0,3,,-3.5,51.0,28,31
2021,17,2022-01-02,CIN,home,7,10,7,10,,-3.5,51.0,17,34
2021,17,2022-01-02,LA,away,0,7,0,13,,-7.0,47.0,7,20
2021,17,2022-01-02,BAL,home,7,6,3,3,,-7.0,47.0,13,19
2021,17,2022-01-02,LV,away,7,6,0,10,,8.5,46.5,13,23
2021,17,2022-01-02,IND,home,0,10,7,3,,8.5,46.5,10,20
2021,17,2022-01-02,MIA,away,0,3,0,0,,3.0,41.0,3,3
2021,17,2022-01-02,TEN,home,7,10,0,17,,3.0,41.0,17,34
2021,17,2022-01-02,MIN,away,0,3,7,0,,13.0,42.0,3,10
2021,17,2022-01-02,GB,home,3,17,10,7,,13.0,42.0,20,37
2021,17,2022-01-02,NYG,away,0,3,0,0,,7.0,36.5,3,3
2021,17,2022-01-02,CHI,home,14,8,7,0,,7.0,36.5,22,29
2021,17,2022-01-02,PHI,away,0,7,7,6,,-6.5,44.5,7,20
2021,17,2022-01-02,WAS,home,10,6,0,0,,-6.5,44.5,16,16
2021,17,2022-01-02,TB,away,7,3,7,11,,-14.5,48.0,10,28
2021,17,2022-01-02,NYJ,home,7,10,7,0,,-14.5,48.0,17,24
2021,17,2022-01-03,CLE,away,0,0,7,7,,-1.0,43.5,0,14
2021,17,2022-01-03,PIT,home,0,10,3,13,,-1.0,43.5,10,26
2021,18,2022-01-08,DAL,away,10,20,0,21,,-6.5,46.0,30,51
2021,18,2022-01-08,PHI,home,7,10,3,6,,-6.5,46.0,17,26
2021,18,2022-01-08,KC,away,7,3,7,11,,-11.5,44.5,10,28
2021,18,2022-01-08,DEN,home,7,7,7,3,,-11.5,44.5,14,24
2021,18,2022-01-09,CAR,away,7,0,3,7,,11.0,43.0,7,17
2021,18,2022-01-09,TB,home,0,10,7,24,,11.0,43.0,10,41
2021,18,2022-01-09,CHI,away,3,11,3,0,,3.5,45.5,14,17
2021,18,2022-01-09,MIN,home,0,3,7,21,,3.5,45.5,3,31
2021,18,2022-01-09,CIN,away,0,7,3,6,,6.5,38.0,7,16
2021,18,2022-01-09,CLE,home,7,7,0,7,,6.5,38.0,14,21
2021,18,2022-01-09,GB,away,7,6,3,14,,-4.0,45.0,13,30
2021,18,2022-01-09,DET,home,7,10,7,13,,-4.0,45.0,17,37
2021,18,2022-01-09,IND,away,0,3,0,8,,-14.0,43.0,3,11
2021,18,2022-01-09,JAX,home,7,6,10,3,,-14.0,43.0,13,26
2021,18,2022-01-09,LAC,away,0,14,0,15,3,-3.5,48.0,14,32
2021,18,2022-01-09,LV,home,10,7,3,9,6,-3.5,48.0,17,35
2021,18,2022-01-09,NE,away,0,7,3,14,,-6.0,41.0,7,24
2021,18,2022-01-09,MIA,home,14,3,7,9,,-6.0,41.0,17,33
2021,18,2022-01-09,NO,away,7,17,0,6,,-4.5,40.0,24,30
2021,18,2022-01-09,ATL,home,3,3,7,7,,-4.5,40.0,6,20
2021,18,2022-01-09,NYJ,away,0,7,3,0,,16.0,43.0,7,10
2021,18,2022-01-09,BUF,home,10,3,0,14,,16.0,43.0,13,27
2021,18,2022-01-09,PIT,away,3,0,3,7,3,3.0,41.0,3,16
2021,18,2022-01-09,BAL,home,0,3,7,3,0,3.0,41.0,3,13
2021,18,2022-01-09,SEA,away,7,10,7,14,,5.5,48.0,17,38
2021,18,2022-01-09,ARI,home,7,3,14,6,,5.5,48.0,10,30
2021,18,2022-01-09,SF,away,0,3,14,7,3,3.0,46.5,3,27
2021,18,2022-01-09,LA,home,3,14,0,7,0,3.0,46.5,17,24
2021,18,2022-01-09,TEN,away,0,21,0,7,,-10.5,43.0,21,28
2021,18,2022-01-09,HOU,home,0,0,10,15,,-10.5,43.0,0,25
2021,18,2022-01-09,WAS,away,3,3,6,10,,-6.0,36.0,6,22
2021,18,2022-01-09,NYG,home,0,0,0,7,,-6.0,36.0,0,7
2021,19,2022-01-15,LV,away,3,10,0,6,,6.0,48.5,13,19
2021,19,2022-01-15,CIN,home,10,10,3,3,,6.0,48.5,20,26
2021,19,2022-01-15,NE,away,0,3,7,7,,4.5,43.0,3,17
2021,19,2022-01-15,BUF,home,14,13,6,14,,4.5,43.0,27,47
2021,19,2022-01-16,PHI,away,0,0,0,15,,7.5,45.5,0,15
2021,19,2022-01-16,TB,home,14,3,14,0,,7.5,45.5,17,31
2021,19,2022-01-16,PIT,away,0,7,7,7,,13.0,46.0,7,21
2021,19,2022-01-16,KC,home,0,21,14,7,,13.0,46.0,21,42
2021,19,2022-01-16,SF,away,10,6,7,0,,3.0,51.0,16,23
2021,19,2022-01-16,DAL,home,0,7,0,10,,3.0,51.0,7,17
2021,19,2022-01-17,ARI,away,0,0,8,3,,4.0,49.5,0,11
2021,19,2022-01-17,LA,home,7,14,7,6,,4.0,49.5,21,34
2021,20,2022-01-22,CIN,away,6,3,7,3,,4.0,48.5,9,19
2021,20,2022-01-22,TEN,home,0,6,10,0,,4.0,48.5,6,16
2021,20,2022-01-22,SF,away,0,0,3,10,,5.5,47.0,0,13
2021,20,2022-01-22,GB,home,7,0,0,3,,5.5,47.0,7,10
2021,20,2022-01-23,BUF,away,7,7,7,15,0,2.5,54.0,14,36
2021,20,2022-01-23,KC,home,7,7,9,13,6,2.5,54.0,14,42
2021,20,2022-01-23,LA,away,10,10,7,3,,2.5,48.0,20,30
2021,20,2022-01-23,TB,home,3,0,10,14,,2.5,48.0,3,27
2021,21,2022-01-30,CIN,away,3,7,11,3,3,7.0,54.5,10,27
2021,21,2022-01-30,KC,home,7,14,0,3,0,7.0,54.5,21,24
2021,21,2022-01-30,SF,away,0,10,7,0,,3.5,45.5,10,17
2021,21,2022-01-30,LA,home,0,7,0,13,,3.5,45.5,7,20
2021,22,2022-02-13,LA,away,7,6,3,7,,-4.5,48.5,13,23
2021,22,2022-02-13,CIN,home,3,7,10,0,,-4.5,48.5,10,20
2022,1,2022-09-08,BUF,away,7,3,7,14,,-1.0,51.5,10,31
2022,1,2022-09-08,LA,home,0,10,0,0,,-1.0,51.5,10,10
2022,1,2022-09-11,BAL,away,3,7,14,0,,-6.5,44.0,10,24
